Country,Year,Agriculture,Energy,Industry,Residential,Transport,Waste,Other,total
South Korea,1990,-34467,115365.9465,21042.369,71715.2953,43953.2883,0,0,217609.8991
Sri Lanka,1990,5160,564.0215,307.6663,628.864,2498.7051,0,0,9159.2569
Suriname,1990,4343,902.515,79.744,499.4504,153.3848,0.1132,0,5978.2074
Swaziland,1990,148,127.0914,2.7336,106.5318,220.2174,0,0,604.5742
Sweden,1990,-19898,22605.9118,3703.7937,10734.3935,20231.981,14.5016,0,37392.5816
Syria,1990,-1534,17240.2747,1527.1796,7381.1131,9575.1077,0,0,34189.6751
Tanzania,1990,222443,632.0092,360.0674,343.1531,699.7778,0,0,224478.0075
Thailand,1990,11076,43673.2066,10757.1278,8105.6037,27404.5284,39.8386,0,101056.3051
Togo,1990,6655,94.0533,195.931,56.8555,426.381,0,0,7428.2208
Tokelau,1990,0,0,0,0,,0,0,0
Tonga,1990,0,0,5.4828,0,39.1238,0,0,44.6066
Trinidad and Tobago,1990,290,6938.9711,3362.7562,139.879,1343.0715,0,0,12074.6778
Tunisia,1990,-660,7398.5689,2570.272,2317.4622,2490.6759,0,0,14116.979
Turkey,1990,-21475,76884.3961,14972.9016,27768.5535,28338.4623,0,0,126489.3135
Turks and Caicos Islands,1990,-97,0,0,0,0,0,0,-97
Tuvalu,1990,-1,0,0.4863,0,,0,0,-0.5137
USSR,1990,138401,2645900.127,224024.8994,709444.8978,420280.3075,3.4744,0,4138054.706
Uganda,1990,19810,132.2606,43.0245,92.9365,390.2332,0,0,20468.4548
United States Virgin Islands,1990,12,0,1.3728,0,,0,0,13.3728
Uruguay,1990,-25544,1110.6845,236.7581,1003.0166,1514.9219,0,0,-21678.6189
Vanuatu,1990,-25,21.048,1.2628,59.5722,42.0951,0,0,98.9781
Venezuela,1990,110918,70540.8407,5959.4608,5365.334,28554.1123,0,0,221337.7478
Vietnam,1990,-45423,11645.7082,1797.2778,2637.3282,4257.8298,0,0,-25084.856
Wallis and Futuna,1990,0,0,0,0,,0,0,0
Yemen,1990,0,1620.9025,525.0921,686.3332,4016.0881,0,0,6848.4159
Zambia,1990,277676,1448.4504,395.4059,338.3894,776.4731,0,0,280634.7188
Zimbabwe,1990,37752,11712.8956,898.7293,2432.762,2100.2389,0,0,54896.6258
Colombia,1991,148580,25416.9799,5656.6477,5113.0561,17077.9265,0,0,201844.6102
Comoros,1991,55,10.8693,3.2137,19.3186,35.4019,0,0,123.8035
Congo,1991,12829,1587.2237,56.3523,82.4386,536.3609,0,0,15091.3755
Cook Islands,1991,-50,0,0,0,0,0,0,-50
Costa Rica,1991,6182,899.3492,344.1299,207.51,1649.7901,0,0,9282.7792
Cote d'Ivoire,1991,-5904,1067.163,328.4107,464.2367,1183.8054,0,0,-2860.3842
Cuba,1991,-34797,15747.0334,1352.8342,4612.4144,3098.0046,0,0,-9986.7134
Cyprus,1991,-66,3104.0402,528.6984,184.4891,1176.3787,0,0,4927.6064
Czechoslovakia,1991,-22474,137706.4473,10742.5845,45566.9124,9741.8962,0,0,181283.8404
Democratic Republic of Congo,1991,146571,777.1446,280.353,1317.6638,480.2913,0,0,149426.4527
Denmark,1991,606,41666.5382,1348.1541,9017.5474,11093.2168,0,0,63731.4565
Djibouti,1991,0,568.5925,0.4441,511.2985,167.4536,0,0,1247.7887
Dominica,1991,-43,11.1411,6.4391,26.4692,19.2964,0,0,20.3458
Dominican Republic,1991,-10010,4312.5948,561.0955,1014.1424,2567.023,6.0993,0,-1549.045
Eastern Africa,1991,762521,20642.2264,3491.978,6485.1119,11002.494,0,0,804142.8103
Ecuador,1991,42437,6133.3059,839.5505,2035.4443,7288.4452,0,0,58733.7459
Egypt,1991,-547,55069.5742,10207.1606,9030.4335,16604.2018,0,0,90364.3701
El Salvador,1991,871,1233.4796,314.42,175.6738,1380.9473,0,0,3975.5207
Equatorial Guinea,1991,5324,275.6554,3.694,22.5963,55.0193,0,0,5680.965
Ethiopia PDR,1991,32842,664.499,225.1892,58.0102,933.7721,0,0,34723.4705
Faeroe Islands,1991,0,0,0,0,,1.5025,0,1.5025
Falkland Islands,1991,16,9.5907,0.1774,13.8475,3.7188,0.0009,0,43.3353
Fiji,1991,-1679,159.4753,43.8254,621.2873,272.4681,0,0,-581.9439
Finland,1991,-24559,34824.4502,1903.0428,8708.7467,11613.4496,0,0,32490.6893
France,1991,-23834,150029.4267,35656.4129,107561.559,118414.7851,2637.3187,0,390465.5024
French Guiana,1991,2784,437.6847,0.5201,274.3688,91.4804,0.053,0,3588.107
French Polynesia,1991,-2426,326.5729,2.8878,325.7913,202.2169,0,0,-1568.5311
Gabon,1991,407,3760.5521,59.62,167.3319,394.6419,0,0,4789.1459
Gambia,1991,-451,29.5146,3.3558,26.3113,116.1596,0,0,-275.6587
Germany,1991,-50559,565560.1357,41668.625,215310.5452,165082.6183,0,0,937062.9242
Ghana,1991,20467,374.3376,678.6742,408.7072,1497.4283,0,0,23426.1473
Gibraltar,1991,0,71.3394,0,0,137.0196,0.4061,0,208.7651
Greece,1991,-686,45941.267,7303.51,8503.5002,16161.6065,0.1478,0,77224.0315
Greenland,1991,0,0,1.3419,0,,0.6191,0,1.961
Grenada,1991,0,26.0805,1.0541,64.3204,29.0393,0,0,120.4943
Guadeloupe,1991,180,575.9595,154.0423,432.8683,251.7175,0,0,1594.5876
Guam,1991,0,0,8.5746,0,,0,0,8.5746
Guatemala,1991,15253,1050.1333,463.83,570.2097,1845.6252,0,0,19182.7982
Guinea,1991,13702,292.1802,112.6597,299.645,351.7643,0,0,14758.2492
Guinea-Bissau,1991,1467,57.3609,2.7064,80.6549,89.16,0,0,1696.8822
Guyana,1991,9594,380.8475,1.0995,299.9743,105.355,0.0794,0,10381.3557
Haiti,1991,143,430.0302,214.6071,66.2713,397.531,0,0,1251.4396
Honduras,1991,40333,801.9915,196.3414,338.5666,1009.6864,0,0,42679.5859
Hungary,1991,3590,39380.0968,3019.4633,20494.0408,7478.7711,10.926,0,73973.298
Iceland,1991,-20,485.5794,417.9618,750.9767,649.0512,2.4423,0,2286.0114
Indonesia,1991,901983,98995.3049,11018.0479,24006.8641,35856.2856,39.2858,0,1071898.788
Iran,1991,-172,116720.5796,8484.1725,57936.7908,42320.5217,0,0,225290.0646
Iraq,1991,-988,31822.382,2613.7704,2656.8987,15410.672,0,0,51515.7231
Ireland,1991,-2318,15764.1389,1528.769,10184.7372,5182.5205,0,0,30342.1656
Israel,1991,110,23305.9298,2143.1417,3294.4284,6778.0172,0,0,35631.5171
Italy,1991,-34284,210967.1169,29946.161,81528.2244,99064.9966,636.3449,0,387858.8438
Jamaica,1991,775,2505.0054,255.7699,3687.4581,1030.7514,0,0,8253.9848
Japan,1991,-74330,685838.6321,90446.0254,157273.9999,223450.2113,15429.0665,0,1098107.935
Jordan,1991,0,5064.1,805.9811,1733.3781,2500.6859,0,0,10104.1451
Kenya,1991,58614,1810.9277,885.6171,739.2097,3494.2042,0,0,65543.9587
Kiribati,1991,-8,2.5701,0.2478,10.2338,13.9439,0,0,18.9956
Kuwait,1991,-31,11808.016,1038.3326,393.6314,3914.7903,0,0,17123.7703
Laos,1991,8444,43.144,8.9207,102.0409,116.8081,0,0,8714.9137
Lebanon,1991,0,3483.4504,434.0937,2315.5814,2330.3434,0,0,8563.4689
Lesotho,1991,-40,26.0035,5.5328,21.0571,85.8004,0,0,98.3938
Liberia,1991,14995,78.5717,7.5584,84.6138,118.9321,0,0,15284.676
Libya,1991,0,31998.9243,2501.7523,1431.5635,6236.8987,0,0,42169.1388
Madagascar,1991,38428,190.9771,38.4998,194.1282,427.4984,0,0,39279.1035
Malawi,1991,6296,93.4397,68.5672,118.2239,305.5846,0,0,6881.8154
Malaysia,1991,124662,41964.9843,5063.1336,2546.9853,15541.8693,16.9997,0,189795.9722
Maldives,1991,0,21.322,0.638,49.3498,23.6371,0,0,94.9469
Mali,1991,6538,68.9819,28.3853,58.8735,240.7415,0,0,6934.9822
Malta,1991,0,1608.6364,10.9956,98.6439,515.9883,0,0,2234.2642
Marshall Islands,1991,0,0,0,0,,0,0,0
Martinique,1991,0,639.0938,132.8189,450.885,185.9331,0,0,1408.7308
Mauritania,1991,1100,217.273,52.3972,263.6283,358.2145,0,0,1991.513
Mauritius,1991,-26,451.3199,30.3454,424.1126,338.0983,0,0,1217.8762
Mayotte,1991,49,0,0,0,,0,0,49
Melanesia,1991,57093,2145.484,112.1319,2160.8151,959.6716,0.5162,0,62471.6188
Mexico,1991,17233,172354.5378,22777.9418,29714.2615,93616.8437,0,0,335696.5848
Micronesia (country),1991,-29,0,0,0,,0,0,-29
Micronesia (region),1991,-119,2.5701,9.492,10.2338,13.9439,0,0,-82.7602
Middle Africa,1991,382120,19450.3578,1937.3098,3065.0457,4517.1694,0,0,411089.8827
Mongolia,1991,26495,8170.6642,173.7958,3468.3077,1256.3893,0.5236,0,39564.6806
Montserrat,1991,27,7.8619,0,15.7326,10.3002,0,0,60.8947
Morocco,1991,-8800,12110.2003,2869.226,7292.1013,1196.318,0,0,14667.8456
Mozambique,1991,35200,255.8526,70.4613,149.4808,499.7564,0,0,36175.5511
Myanmar,1991,102535,2559.2459,404.2885,8.0035,1196.9975,0,0,106703.5354
Namibia,1991,8708,81.6876,9.5381,614.0468,591.4804,0,0,10004.7529
Nauru,1991,0,0,0.6695,0,,0,0,0.6695
Nepal,1991,35788,284.4558,115.7403,435.3858,402.207,0,0,37025.7889
Netherlands,1991,2370,83943.2613,13419.2489,44460.8541,26641.1753,0,0,170834.5396
Netherlands Antilles (former),1991,-3,1552.549,48.0954,212.8831,1152.3409,0,0,2962.8684
New Caledonia,1991,0,889.488,36.3843,306.3404,165.7877,0,0,1398.0004
New Zealand,1991,-21635,9369.6867,1978.7443,2629.7852,8712.8096,0,0,1056.0258
Nicaragua,1991,28848,845.8674,118.2351,153.0427,806.6504,0,0,30771.7956
Niger,1991,6967,213.3691,19.7309,157.4067,247.7424,0,0,7605.2491
Nigeria,1991,183700,55070.3268,2636.5754,4105.0791,15357.8385,0,0,260869.8198
Niue,1991,22,0,0,0,,0,0,22
Norfolk Island,1991,0,0,0,0,,0,0,0
North Korea,1991,12307,92429.2646,9268.5129,16477.0861,4170.5279,5.8131,0,134658.2046
Northern Mariana Islands,1991,60,0,0,0,,0,0,60
Norway,1991,-14247,13403.4138,6646.1513,3935.1149,10331.1713,854.1533,0,20923.0046
Oman,1991,-2,15667.5876,55.3952,767.0901,1801.9709,0,0,18290.0438
Pakistan,1991,21633,34772.8795,5098.7866,9117.0502,14282.0341,0,0,84903.7504
Palau,1991,-143,0,0,0,,0,0,-143
Panama,1991,8915,1421.9553,142.7483,233.6201,1259.2542,0,0,11972.5779
Papua New Guinea,1991,57110,1046.908,26.7211,1102.5418,432.3882,0.5162,0,59719.0753
Paraguay,1991,70659,224.2603,302.4813,132.5187,1522.3452,0,0,72840.6055
Peru,1991,44821,8555.0702,1358.6505,4332.5981,6032.712,0,0,65100.0308
Philippines,1991,-2640,23114.1299,3728.625,7617.8307,5674.7427,0,0,37495.3283
Pitcairn Islands,1991,-4,0,0,0,,0,0,-4
Poland,1991,-13714,214769.8602,14411.8414,53501.689,21431.6874,121.8282,0,290522.9062
Polynesia,1991,-4504,341.6845,20.4344,360.885,329.2589,0,0,-3451.7372
Portugal,1991,1545,25872.9719,4896.95,3680.3823,10616.9978,13.9679,0,46626.2699
Puerto Rico,1991,-750,0,614.0684,0,0,0,0,-135.9316
Qatar,1991,0,14126.1109,1365.2254,75.4976,1761.2213,0,0,17328.0552
Romania,1991,1565,113501.7771,11141.62,15735.212,10457.2779,56.0507,0,152456.9377
Rwanda,1991,9535,124.4636,37.7809,229.1928,254.1483,0,0,10180.5856
"Saint Helena, Ascension and Tristan da Cunha",1991,0,1.6,0,0,3.371,0,0,4.971
Saint Kitts and Nevis,1991,-31,19.4992,0.1644,33.0665,17.4183,0,0,39.1484
Saint Lucia,1991,-40,47.1537,24.2463,90.4847,43.0214,0,0,164.9061
Saint Pierre and Miquelon,1991,1,0,0,0,0,0.026,0,1.026
Saint Vincent and the Grenadines,1991,-107,22.8521,0.4188,47.3109,16.4695,0,0,-19.9487
Samoa,1991,-2059,15.1116,0.607,35.0938,81.0759,0,0,-1927.1117
Sao Tome and Principe,1991,0,14.5389,2.525,13.8117,31.0386,0,0,61.9142
Saudi Arabia,1991,0,106264.3095,11545.1193,3014.1522,51975.4148,0,0,172798.9958
Senegal,1991,6967,1088.3026,269.1075,293.2568,750.3842,0,0,9368.0511
Seychelles,1991,0,135.5951,21.4214,113.6069,100.2368,0,0,370.8602
Sierra Leone,1991,5694,259.3846,15.0594,344.0619,300.8667,0,0,6613.3726
Singapore,1991,-18,23758.0857,2655.7018,239.3445,4934.5623,86.1916,0,31655.8859
Small island developing States,1991,30114,72253.8671,11259.2467,17342.1754,18233.8637,93.0801,0,149296.233
Solomon Islands,1991,1687,31.3752,3.902,83.8078,54.4661,0,0,1860.5511
Somalia,1991,15767,80.1575,11.4693,107.2649,217.7852,0,0,16183.6769
South Korea,1991,-34467,136376.7816,24542.0068,69323.2985,49235.1075,0,0,245010.1944
Southern Africa,1991,46591,210475.5444,9068.8542,16058.4893,31007.0584,0,0,313200.9463
Spain,1991,-46739,124893.2501,19459.0621,23208.139,67042.3405,47.9766,0,187911.7683
Sri Lanka,1991,5160,695.49,326.0934,618.3753,2517.1123,0,0,9317.071
Sudan (former),1991,159178,1431.7047,140.411,170.6964,3134.0752,0,0,164054.8873
Suriname,1991,4343,953.5158,64.9626,442.6283,151.143,0.1166,0,5955.3663
Swaziland,1991,148,114.1365,2.8048,100.0669,233.9982,0,0,599.0064
Sweden,1991,-19898,23882.6382,3610.4507,10395.1863,19924.4633,15.5373,0,37930.2758
Switzerland,1991,-1919,7994.1287,2766.436,20616.9445,15187.0704,0.0193,0,44645.5989
Syria,1991,-1534,19777.8382,1520.0468,8733.8749,11266.9502,0,0,39764.7101
Tanzania,1991,222443,644.9715,525.1679,349.1726,653.4619,0,0,224615.7739
Thailand,1991,11076,51814.6153,11359.699,8181.3907,28417.4602,41.7184,0,110890.8836
Timor-Leste,1991,3573,0,0.962,0,0,0.077,0,3574.039
Togo,1991,6655,154.301,189.8642,47.82,323.5347,0,0,7370.5199
Tokelau,1991,0,0,0,0,,0,0,0
Tonga,1991,0,0,5.5127,0,45.9661,0,0,51.4788
Trinidad and Tobago,1991,290,6810.3241,3577.5125,145.1577,1418.8805,0,0,12241.8748
Tunisia,1991,-660,7619.9291,2506.5944,2488.6874,2563.3294,0,0,14518.5403
Turkey,1991,-21475,79696.1297,16317.2249,27887.9774,27026.837,0,0,129453.169
Turks and Caicos Islands,1991,-97,5.1639,0,0.9997,0,0,0,-90.8364
Tuvalu,1991,-1,0,0.4918,0,,0,0,-0.5082
USSR,1991,138401,2505782.689,207980.2565,645620.8931,430303.5109,3.4234,0,3928091.773
Uganda,1991,19810,150.9681,43.9128,130.9454,419.8799,0,0,20555.7062
United Arab Emirates,1991,-1192,49125.4682,2228.9582,285.4021,11630.9696,0,0,62078.7981
United Kingdom,1991,-12173,332187.0626,20512.8361,120661.7708,119188.9896,863.442,0,581241.1011
United States Virgin Islands,1991,12,0,1.3769,0,,0,0,13.3769
Uruguay,1991,-25544,1514.1837,230.676,1039.2985,1611.0686,0,0,-21148.7732
Vanuatu,1991,-25,18.2375,1.2992,46.8379,34.5615,0,0,75.9361
Venezuela,1991,110918,68972.0793,5781.7914,4434.7359,30253.4981,0,0,220360.1047
Vietnam,1991,-45423,10995.0518,2054.4157,3197.9468,4036.6916,0,0,-25138.8941
Wallis and Futuna,1991,0,0,0,0,,0,0,0
Western Africa,1991,286903,59114.1695,4552.3689,6905.7087,21341.0362,0,0,378816.2833
Western Sahara,1991,0,60.2318,0.2735,52.9991,52.9527,0,0,166.4571
Yemen,1991,0,2138.4422,472.022,898.0855,5137.189,0,0,8645.7387
Yugoslav SFR,1991,-32948,79207.6771,8629.3336,17175.9545,11860.2541,7.3557,0,83932.575
Zambia,1991,277676,1510.7016,343.532,242.6968,971.2599,0,0,280744.1903
Zimbabwe,1991,37752,13696.3871,939.0913,2647.2798,1599.6915,0,0,56634.4497
Colombia,1992,148580,26515.4811,5687.6886,5090.8957,18010.576,0,0,203884.6414
Comoros,1992,55,10.4994,3.3064,16.2637,33.258,0,0,118.3275
Congo,1992,12829,1585.3545,66.3171,82.4386,513.4329,0,0,15076.5431
Cook Islands,1992,-50,0,0,0,0,0,0,-50
Costa Rica,1992,6182,1205.4177,342.0698,247.4381,2433.4205,0,0,10410.3461
Cote d'Ivoire,1992,-5904,1119.9311,334.407,432.6802,1138.323,0,0,-2878.6587
Croatia,1992,-11614,9240.7963,1821.0307,2332.2161,2886.4604,0,0,4666.5035
Cuba,1992,-34797,14776.0276,978.6241,3577.481,2148.9573,0,0,-13315.91
Cyprus,1992,-66,3238.2733,530.6582,218.0435,1324.8772,0,0,5245.8522
Czechoslovakia,1992,-22469,138086.4706,10122.5095,31379.7523,11678.7745,0,0,168798.5069
Democratic Republic of Congo,1992,146571,761.7465,233.5451,1151.8008,442.1519,0,0,149160.2443
Denmark,1992,606,36487.5638,1484.6362,8279.3059,11052.493,0,0,57909.9989
Djibouti,1992,0,496.7971,0.4517,426.773,164.615,0,0,1088.6368
Dominica,1992,-43,11.6694,6.4878,24.6363,20.2277,0,0,20.0212
Dominican Republic,1992,-10010,5083.8556,612.6315,1351.4365,2844.7891,6.3684,0,-110.9189
Eastern Africa,1992,762521,20307.1998,3330.5899,6328.9154,11814.6014,0,0,804302.3065
Ecuador,1992,42437,6648.2507,953.6273,1862.2199,7103.751,0,0,59004.8489
Egypt,1992,-547,57430.5976,10015.4988,8871.0756,17235.1514,0,0,93005.3234
El Salvador,1992,871,1370.7107,340.8882,203.7511,1598.8274,0,0,4385.1774
Equatorial Guinea,1992,5324,524.4836,3.7829,17.5183,51.1318,0,0,5920.9166
Estonia,1992,-503,20230.7994,639.608,1313.0741,1088.0661,0,0,22768.5476
Ethiopia PDR,1992,32842,609.8511,211.093,276.8207,955.7011,0,0,34895.4659
Faeroe Islands,1992,0,0,0,0,,1.5086,0,1.5086
Falkland Islands,1992,16,10.0186,0.1842,12.1318,3.8094,0.0011,0,42.1451
Fiji,1992,-1679,150.2288,46.6811,442.0351,281.5996,0,0,-758.4554
Finland,1992,-24559,32132.7763,1829.4332,8759.7184,11565.4726,0,0,29728.4005
France,1992,-23834,139675.6682,35434.2442,105291.4709,121006.9471,2670.1211,0,380244.4515
French Guiana,1992,2784,366.4545,0.5389,207.4145,76.3725,0.0542,0,3434.8346
French Polynesia,1992,-2426,332.667,2.947,265.6847,242.6701,0,0,-1582.0312
Gabon,1992,407,4062.3818,58.8617,161.2229,367.9416,0,0,5057.408
Gambia,1992,-451,27.5115,3.4771,21.2304,106.7828,0,0,-291.9982
Georgia,1992,-4033,11616.7067,911.663,4690.4332,2353.3728,0,0,15539.1757
Germany,1992,-50559,528403.3932,41783.0485,198113.3132,167947.7338,0,0,885688.4887
Ghana,1992,20467,420.9104,809.1054,471.8331,1790.5342,0,0,23959.3831
Gibraltar,1992,0,77.8247,0.614,0,167.2458,0.4129,0,246.0974
Greece,1992,-686,47660.446,7240.8979,8140.1974,16572.3911,0.1883,0,78928.1207
Greenland,1992,0,0,1.3434,0,,0.6376,0,1.981
Grenada,1992,0,28.0788,1.061,59.9685,31.1515,0,0,120.2598
Guadeloupe,1992,180,566.6057,132.2467,381.6601,247.5961,0,0,1508.1086
Guam,1992,0,0,8.7294,0,,0,0,8.7294
Guatemala,1992,15253,1739.4753,358.4444,613.2117,1952.1882,0,0,19916.3196
Guinea,1992,13702,265.6767,116.2275,258.6275,330.2373,0,0,14672.769
Guinea-Bissau,1992,1467,52.7871,2.7951,68.4335,83.5851,0,0,1674.6008
Guyana,1992,9594,470.2871,1.0994,314.3557,128.4283,0.0823,0,10508.2528
Haiti,1992,143,357.4617,216.0828,48.5828,410.3453,0,0,1175.4726
Honduras,1992,40333,912.2059,189.9729,401.9778,1147.0678,0,0,42984.2244
Hungary,1992,3590,37929.1422,2468.1066,16180.9233,7234.5063,21.852,0,67424.5304
Iceland,1992,-20,467.9449,397.3318,800.878,644.2076,2.2681,0,2292.6304
Indonesia,1992,901983,99936.9479,10021.176,26045.8622,37920.0098,41.9141,0,1075948.91
Iran,1992,-172,116304.4064,9217.2904,70976.267,44151.0305,0,0,240476.9943
Iraq,1992,-988,37267.7391,1658.1703,3668.141,17907.9327,0,0,59513.9831
Ireland,1992,-2318,16199.8487,1411.0279,9429.9254,5597.648,0,0,30320.45
Israel,1992,110,24542.9391,2445.7484,4028.7741,7034.8249,0,0,38162.2865
Italy,1992,-34284,207357.2428,32166.4239,76767.5712,104226.192,647.127,0,386880.5569
Jamaica,1992,775,4333.1465,356.4132,2507.5219,1075.6313,0,0,9047.7129
Japan,1992,-74330,683615.8427,89625.6426,161656.0495,227890.0279,15913.5623,0,1104371.125
Jordan,1992,0,5859.7489,1252.8502,2251.8753,2638.637,0,0,12003.1114
Kazakhstan,1992,300,200339.219,15755.8424,36118.4849,16105.2647,0,0,268618.811
Kenya,1992,58614,1930.4456,929.5042,848.31,3544.9402,0,0,65867.2
Kiribati,1992,-8,2.4294,0.2535,7.2337,13.6062,0,0,15.5228
Kuwait,1992,-31,22870.4913,1295.9649,2055.7893,4441.4876,0,0,30632.7331
Kyrgyzstan,1992,-2428,6091.726,574.9831,5997.3669,1471.2657,0,0,11707.3417
Laos,1992,8444,49.4095,9.0595,102.8558,149.7027,0,0,8755.0275
Latvia,1992,-9740,8480.7496,392.4714,2686.0372,2949.2754,0.0389,0,4768.5725
Lebanon,1992,0,2767.3278,1014.9226,1849.212,3232.8767,0,0,8864.3391
Lesotho,1992,-40,23.7841,5.6006,17.5726,79.6476,0,0,86.6049
Liberia,1992,14995,71.4696,10.2046,71.4275,111.4256,0,0,15259.5273
Libya,1992,0,28419.1911,2239.1723,1499.7204,6327.201,0,0,38485.2848
Lithuania,1992,2164,11692.0793,1462.7223,3566.0006,4081.1038,1.252,0,22967.158
Macedonia,1992,-733,7594.5676,396.5917,567.5946,782.9397,1.5828,0,8610.2764
Madagascar,1992,38428,186.7532,38.1454,172.5573,430.7718,0,0,39256.2277
Malawi,1992,6296,87.7456,66.4548,98.9753,282.9277,0,0,6832.1034
Malaysia,1992,124662,42710.7128,5561.032,3503.3849,16598.5556,18.2259,0,193053.9112
Maldives,1992,0,24.5301,0.6584,38.7285,28.3511,0,0,92.2681
Mali,1992,6538,64.8148,31.2613,48.7033,225.1286,0,0,6907.908
Malta,1992,0,1542.8919,10.7022,103.9234,533.9963,0,0,2191.5138
Marshall Islands,1992,0,0,0,0,,0,0,0
Martinique,1992,0,746.7795,119.0451,463.8015,216.2443,0,0,1545.8704
Mauritania,1992,1100,636.0357,59.8927,728.4947,1071.7739,0,0,3596.197
Mauritius,1992,-26,471.2634,30.6604,420.5064,391.7775,0,0,1288.2077
Mayotte,1992,49,0,0,0,,0,0,49
Melanesia,1992,57093,2229.8351,126.7794,1793.5752,1096.9666,0.5507,0,62340.707
Mexico,1992,17233,171164.6578,23484.0912,31847.5623,95061.0885,0,0,338790.3998
Micronesia (country),1992,-29,0,0,0,,0,0,-29
Micronesia (region),1992,-119,2.4294,9.67,7.2337,13.6062,0,0,-86.0607
Middle Africa,1992,382120,20078.6849,1941.5439,2655.5833,4349.4449,0,0,411145.257
Moldova,1992,-1235,14355.4071,503.3879,3341.9416,2239.9952,1.949,0,19207.6808
Mongolia,1992,26495,7729.1251,128.8899,2391.2709,1421.2911,0.5101,0,38166.0871
Montserrat,1992,27,9.6098,0,17.006,12.5983,0,0,66.2141
Morocco,1992,-8800,12493.9649,3042.7317,8381.5626,1242.7736,0,0,16361.0328
Mozambique,1992,35200,229.7845,75.7869,162.4343,688.0381,0,0,36356.0438
Myanmar,1992,102535,2832.0324,454.4148,211.8904,970.8713,0,0,107004.2089
Namibia,1992,8708,49.7957,8.6796,635.7638,635.543,0,0,10037.7821
Nauru,1992,0,0,0.687,0,,0,0,0.687
Nepal,1992,35788,192.1396,142.5807,512.6726,438.835,0,0,37074.2279
Netherlands,1992,2370,85630.3608,12795.5082,40765.2224,27747.2602,0,0,169308.3516
Netherlands Antilles (former),1992,-3,1555.7896,69.5412,227.9266,1233.0444,0,0,3083.3018
New Caledonia,1992,0,948.8618,47.3205,303.6322,217.9041,0,0,1517.7186
New Zealand,1992,-21635,10938.2222,2091.3372,2635.8247,9138.2317,0,0,3168.6158
Nicaragua,1992,28848,1014.4289,134.6339,164.0264,923.5362,0,0,31084.6254
Niger,1992,6967,185.028,24.1291,149.0326,242.0467,0,0,7567.2364
Nigeria,1992,183700,61617.8922,2552.7477,5034.7799,18737.5905,0,0,271643.0103
Niue,1992,22,0,0,0,,0,0,22
Norfolk Island,1992,0,0,0,0,,0,0,0
North Korea,1992,12307,79485.0644,9544.2813,15901.8679,3389.3336,5.7043,0,120633.2515
Northern Mariana Islands,1992,61,0,0,0,,0,0,61
Norway,1992,-14247,16169.4449,6576.2661,3670.5123,10595.0294,834.742,0,23598.9947
Oman,1992,-2,14632.4677,56.5868,804.1198,1948.6282,0,0,17439.8025
Pakistan,1992,21633,39839.9186,5051.5316,8539.2367,16102.9492,0,0,91166.6361
Palau,1992,-143,0,0,0,,0,0,-143
Panama,1992,8915,1833.2229,217.7871,249.8414,1363.013,0,0,12578.8644
Papua New Guinea,1992,57110,1082.9863,27.4284,958.9526,505.934,0.5507,0,59685.852
Paraguay,1992,70659,282.4631,362.4617,145.7334,1824.18,0,0,73273.8382
Peru,1992,44821,8622.1415,1358.2918,4605.3523,6511.3271,0,0,65918.1127
Philippines,1992,-2640,24761.9568,3608.1293,8973.1744,6563.017,0,0,41266.2775
Pitcairn Islands,1992,-4,0,0,0,,0,0,-4
Poland,1992,-13714,204868.2805,14086.8516,59095.0356,21830.8152,123.6874,0,286290.6703
Polynesia,1992,-4504,349.8762,20.8138,292.9847,393.5823,0,0,-3446.743
Portugal,1992,1545,28840.7058,4652.096,3906.9548,11487.4858,25.6038,0,50457.8462
Puerto Rico,1992,-750,0,596.2264,0,0,0,0,-153.7736
Qatar,1992,0,14734.5455,1671.0754,96.2157,1898.9503,0,0,18400.7869
Romania,1992,1565,103811.4313,9584.8035,10974.7204,10603.5678,56.2536,0,136595.7766
Russia,1992,213477,1403823.593,114524.6178,269763.6801,283649.9376,0,0,2285238.828
Rwanda,1992,9535,125.4916,36.8943,199.5895,247.1371,0,0,10144.1125
"Saint Helena, Ascension and Tristan da Cunha",1992,0,1.5744,0,0,3.1837,0,0,4.7581
Saint Kitts and Nevis,1992,-31,20.3688,0.1639,30.0313,18.1602,0,0,37.7242
Saint Lucia,1992,-40,51.1095,24.6225,84.8012,46.4351,0,0,166.9683
Saint Pierre and Miquelon,1992,1,0,0,0,0,0.0266,0,1.0266
Saint Vincent and the Grenadines,1992,-107,25.6611,0.4217,45.1741,18.3259,0,0,-17.4172
Samoa,1992,-2059,17.2092,0.6117,27.3,98.1382,0,0,-1915.7409
Sao Tome and Principe,1992,0,14.2229,2.5711,11.7263,31.4014,0,0,59.9217
Saudi Arabia,1992,0,115938.9039,13956.4885,2705.2901,53877.6197,0,0,186478.3022
Senegal,1992,6967,1218.3442,314.1843,316.6485,787.8324,0,0,9604.0094
Serbia and Montenegro,1992,-5870,39289.7128,1962.3324,4235.7842,2303.4805,4.4035,0,41925.7134
Seychelles,1992,0,127.2867,21.6307,95.6352,110.1355,0,0,354.6881
Sierra Leone,1992,5694,173.0281,15.2367,212.0046,209.7744,0,0,6304.0438
Singapore,1992,-18,25352.6952,2568.0856,63.2597,4765.1363,89.7103,0,32820.8871
